"t_id","id","feature","fc","pval","qval","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name"
47773,"MSTRG.13047","gene",2.4207840020315,0.0368321459629055,0.997059163595472,"chr2","-",167481029,167493948,"MSTRG.13047.1",3,5173,"MSTRG.13047","."
49071,"MSTRG.13403","gene",-2.62223895109448,0.0401352992471509,0.997059163595472,"chr3","+",35754061,35856277,"MSTRG.13403.3",32,7287,"MSTRG.13403","."
51361,"MSTRG.14049","gene",-2.26204314414018,0.0363582844899789,0.997059163595472,"chr3","-",104794483,104844992,"MSTRG.14049.1",28,5004,"MSTRG.14049","."
51816,"MSTRG.14194","gene",2.35975999789378,0.0402124658652381,0.997059163595472,"chr3","-",121202010,121263316,"NM_178936",8,6222,"MSTRG.14194","Tmem56"
52331,"MSTRG.14362","gene",3.37070117899674,0.0328367128871334,0.997059163595472,"chr3","+",145758751,145879358,"MSTRG.14362.3",5,1067,"MSTRG.14362","."
54729,"MSTRG.15034","gene",-2.09993747768715,0.0344850868647907,0.997059163595472,"chr4","-",101344693,101356510,"MSTRG.15034.1",2,2838,"MSTRG.15034","."
55179,"MSTRG.15145","gene",2.02057800254145,0.00265995750298276,0.997059163595472,"chr4","+",116053873,116097082,"MSTRG.15145.2",11,3512,"MSTRG.15145","."
57074,"MSTRG.15602","gene",2.36878315469474,0.0428606312391269,0.997059163595472,"chr4","+",141238914,141258081,"MSTRG.15602.2",17,4710,"MSTRG.15602","."
66722,"MSTRG.18213","gene",-2.99988890317893,0.0134519212307949,0.997059163595472,"chr6","-",119570794,119848165,"MSTRG.18213.2",19,8616,"MSTRG.18213","."
66965,"MSTRG.18251","gene",-2.34115164378238,0.0351152198956011,0.997059163595472,"chr6","-",122727804,122802753,"MSTRG.18251.2",11,4840,"MSTRG.18251","."
67506,"MSTRG.18417","gene",-3.41259580060112,0.0489953312687648,0.997059163595472,"chr6","+",134820585,134858931,"MSTRG.18417.1",4,3220,"MSTRG.18417","."
70225,"MSTRG.19050","gene",-2.15589773961863,0.0443139251506232,0.997059163595472,"chr7","+",39449396,39486329,"MSTRG.19050.1",6,5248,"MSTRG.19050","."
72010,"MSTRG.19447","gene",-2.96162547788035,0.0211185969877555,0.997059163595472,"chr7","-",81342700,81346583,"MSTRG.19447.1",5,1046,"MSTRG.19447","."
72612,"MSTRG.19635","gene",3.12673947919262,0.0179424145362246,0.997059163595472,"chr7","+",100388117,100470120,"MSTRG.19635.3",31,7120,"MSTRG.19635","."
77693,"MSTRG.20926","gene",2.5903017464271,0.0203978697016954,0.997059163595472,"chr8","-",83669757,83699216,"MSTRG.20926.3",21,3401,"MSTRG.20926","."
81723,"MSTRG.22026","gene",-2.38432825988129,0.00408243742330749,0.997059163595472,"chr9","+",56950924,56983199,"NM_178374",9,1338,"MSTRG.22026","Snupn"
