"t_id","id","feature","fc","pval","qval","chr","strand","start","end","t_name","num_exons","length","gene_id","gene_name"
57546,"MSTRG.19989","gene",4.87088778580104,0.00998875598996407,0.934722846762857,"chr7","-",92587114,92637112,"MSTRG.19989.3",11,2358,"MSTRG.19989","."
58223,"MSTRG.20169","gene",-2.01326836232147,0.0214636614581012,0.934722846762857,"chr7","+",107370790,107548655,"NM_021889",7,3816,"MSTRG.20169","Syt9"
58504,"MSTRG.20275","gene",4.2084719252803,0.00902455730135587,0.934722846762857,"chr7","-",118131320,118243592,"MSTRG.20275.2",63,15643,"MSTRG.20275","."
58960,"MSTRG.20410","gene",-31.7377460940873,0.00169357489572552,0.68791709514451,"chr7","-",127197459,127208468,"NM_144522",9,3614,"MSTRG.20410","Tbc1d10b"
59909,"MSTRG.20721","gene",4.27836239838772,0.00148010720694192,0.674850568326924,"chr8","+",4166525,4210590,"MSTRG.20721.1",21,2733,"MSTRG.20721","."
59984,"MSTRG.20750","gene",2.6311463374716,0.0288237934352225,0.934722846762857,"chr8","+",10153923,10633950,"NM_001081397",36,6296,"MSTRG.20750","Myo16"
67973,"MSTRG.23524","gene",-2.48586516774676,0.0429985527583718,0.934722846762857,"chrX","-",41795032,41830859,"MSTRG.23524.2",17,5729,"MSTRG.23524","."
68811,"MSTRG.23799","gene",8.69280035956673,0.0200743636965559,0.934722846762857,"chrX","+",94234930,94255968,"NM_001039060",4,4001,"MSTRG.23799","Klhl15"
68928,"MSTRG.23835","gene",4.85335838308349,5.2529229677134e-07,0.00554761194620212,"chrX","+",99975606,100400760,"NM_001177937",8,4949,"MSTRG.23835","Eda"
69357,"MSTRG.23997","gene",2.53752093861589,0.0174449460306626,0.934722846762857,"chrX","-",134804142,134809221,"NM_001166398",6,3614,"MSTRG.23997","Armcx2"
70013,"MSTRG.24194","gene",2.81304618986046,0.0121937824440714,0.934722846762857,"chrX","+",162901543,163034518,"MSTRG.24194.2",18,5518,"MSTRG.24194","."
