Smt3h2-ps4	114607
Rpl5-ps1	665407
Gm33500	102636435
Trpa1	277328
Gm5048	269105
Gm19917	100503835
Gm10566	100039959
Kcnb2	98741
Gm6060	606528
Terf1	21749
Sbspon	226866
Gm31523	102633776
Gm7634	665434
4930444P10Rik	75799
Rpl7	19989
Rdh10	98711
Stau2	29819
LOC102634042	102634042
Ube2w	66799
LOC108167614	108167614
Tceb1	67923
D030040B21Rik	329101
Gm7654	665480
Tmem70	70397
Ly96	17087
Gm5828	545306
Jph1	57339
LOC108167615	108167615
Gm31982	102634387
Gm28783	102634310
Gdap1	14545
Gm28784	102634541
Gm39597	105243867
Gm5251	383495
Rbm6-ps1	108212
Gm6075	606716
Pi15	94227
Gm28154	102634738
Gm16070	102634913
Crispld1	83691
Gm28153	105243868
Gm7690	665564
Gm18775	100417711
Gm17969	100416210
Crisp4	78081
Defb44-ps	654454
Defb18	654460
Defb41	77673
Gm17837	100415956
Gm5252	383499
LOC108167808	108167808
Gm15825	102635013
Tfap2d	226896
Tfap2b	21419
LOC108167596	108167596
Gm4849	226901
Gm32651	102635266
Pkhd1	241035
4930486I03Rik	75028
Linc-md1	105661730
Mir206	387202
Mir133b	723817
Il17a	16171
Il17f	257630
Mcm3	17215
Gm20587	100417924
6720483E21Rik	77741
Paqr8	74229
Efhc1	71877
Tram2	170829
Tmem14a	75712
Gm32947	102635667
Gm28836	102635593
Gsta3	14859
LOC101056100	101056100
Gm4956	241041
Gm21909	101056161
Khdc1a	368204
Khdc1c	433278
Gm33147	102635938
Gm2709	100040319
Gm16533	100379214
Khdc1b	98582
Kcnq5	226922
Gm7658	665489
Gm5696	435612
Rims1	116837
Gm7759	665725
Gm7761	665731
4933415F23Rik	66755
Gm30442	102632345
Gm29506	102632273
Mir30a	387225
Mir30c-2	723964
Gm20954	100418001
Ogfrl1	70155
Gm19673	100503399
Gm7784	665782
Gm28822	105243890
B3gat2	280645
Smap1	98366
Gm26524	105243891
Sdhaf4	68002
Fam135a	68187
Gm30756	102632768
Col9a1	12839
Col19a1	12823
Tubb4b-ps2	665829
Gm10222	100142658
LOC100503946	100503946
Lmbrd1	68421
Gm9443	669171
Gm29414	105243892
Adgrb3	210933
Gm20172	100504323
LOC108167844	108167844
Gm39614	105243893
Gm31076	102633186
Gm19071	100418203
Gm18443	100417198
Gm19123	100418295
Gm31136	102633272
4931408C20Rik	210940
Gm18179	100416668
Gm5524	433281
Gm18776	100417712
Gm19028	100418140
Gm7846	665903
Gm597	210962
LOC108167331	108167331
Gm5697	435614
Gm6462	623924
Gm18033	100416315
Mir6342	102465174
Gm5525	433283
Gm7858	665944
Gm31465	102633704
Gm31525	102633779
Gm39615	105243894
Gm31581	102633854
LOC108167616	108167616
Gm6473	624138
Gm2914	100040699
Phf3	213109
Ptp4a1	19243
Gm5698	435615
Gm9458	669402
Gm5699	435616
Gm28644	102634159
Gm29669	102634473
4931428L18Rik	70988
Gm7893	666020
Lgsn	266744
Pih1d3	74708
Gm4850	226957
Gm6489	624262
Gm10307	624275
Gm19680	100503415
Gm7910	666056
Khdrbs2	170771
LOC108167593	108167593
Gm9839	408192
Gm5415	408191
LOC108167822	108167822
Gm7114	633498
Gm4785	213711
Gm39616	105243895
Gm2987	100418410
Gm39617	105243896
Gm18799	100417744
Gm7933	666108
Prim2	19076
Gm29228	102634920
Gm39618	105243897
Gm17813	100302654
1700001G17Rik	67503
Gm32229	102634710
Rab23	19335
Bag2	213539
Zfp451	98403
Gm15455	433287
Bend6	320705
Gm38471	102634918
Dst	13518
Mir6896	102466987
LOC108167617	108167617
Gm5266	383629
Mir5103	100628580
n-TEttc1	102467303
Ccdc115	69668
Imp4	27993
Gm32504	102635078
Ptpn18	19253
Gm32566	102635157
4930568A12Rik	75883
Prss39	21755
Cfc1	12627
Prss40	21756
Gm28419	102635016
Gm19225	100418459
Amer3	211383
Gm29730	101055845
AA619741	241051
Gm38647	102642976
Gm32920	102635632
LOC108167618	108167618
Gm32790	102635458
Arhgef4	226970
Fam168b	214469
Plekhb2	226971
Gm19430	100502882
Gm8009	666261
1110002O04Rik	68483
Gm33176	102635977
Gm8022	666283
Gm39622	105243901
Gm33222	102636039
Gm39623	105243902
Gm39624	105243903
Hs6st1	50785
Gm33280	102636118
Uggt1	320011
Mir6897	102465540
Gm18750	100417669
Gm39625	105243904
Neurl3	214854
Arid5a	214855
Kansl3	226976
Mir6898	102465541
Fer1l5	100534273
Lman2l	214895
Gm33401	102636293
Gm33454	102636368
Cnnm4	94220
Cnnm3	94218
Ankrd23	78321
Ankrd39	109346
Sema4c	20353
Fam178b	381337
Cox5b	12859
Actr1b	226977
4933424G06Rik	71166
Gm33533	102636476
Zap70	22637
Gm18828	100417791
Tmem131	56030
Rpl12-ps1	241053
Vwa3b	70853
Gm39626	105243906
Gm37020	105243905
Cnga3	12790
Inpp4a	269180
4930439A04Rik	78119
Coa5	76178
Unc50	67387
Mgat4a	269181
4930594C11Rik	77633
Gm39627	105243907
2010300C02Rik	72097
LOC102637491	102637491
LOC102637336	102637336
Gm39628	105243908
Tsga10	211484
Lipt1	623661
Mitd1	69028
Mrpl30	107734
Lyg2	332427
Lyg1	69541
Txndc9	98258
Eif5b	226982
Gm34448	102637707
Rev1	56210
Gm5099	329123
Aff3	16764
Gm16150	102638318
LOC108167619	108167619
Gm34596	102637900
Lonrf2	381338
Chst10	98388
Gm6621	625775
Nms	433292
Gm35171	102638660
Pdcl3	68833
Gm35222	102638728
Mir6349	102466631
Npas2	18143
LOC105243910	105243910
Gm17904	100416073
Gm3617	100041999
Rpl31	114641
Tbc1d8	54610
Cnot11	52846
Snord89	100217461
Gm18446	100417202
Rnf149	67702
Gm5100	329126
Creg2	263764
D930019O06Rik	425051
Rfx8	619289
Gm3646	100042065
1700066B17Rik	73426
Gm35600	102639244
Map4k4	26921
Gm16894	100047133
Il1r2	16178
Gm35741	102639421
Il1r1	16177
Il1rl2	107527
Gm17970	100416211
Il1rl1	17082
Il18r1	16182
Il18rap	16174
Gm35801	102639500
Slc9a4	110895
Slc9a2	226999
Gm37915	102641498
Mfsd9	211798
Tmem182	381339
Gm5973	546733
4930448I06Rik	74897
Gm39631	105243912
Gm35935	102639680
Gm29260	102639765
Gm5267	383634
Gm8176	666582
Gm28175	102640173
LOC108167620	108167620
Gm36678	102640664
LOC108167621	108167621
Gm36822	102640854
Gm30248	102632081
Pantr1	66297
Gm42411	102640933
Pou3f3	18993
2900092D14Rik	73100
Pantr2	66620
LOC108167622	108167622
Dalir	104940697
LOC108167623	108167623
Mrps9	69527
Gm39633	105243914
Gpr45	93690
Gm3418	100041588
Tgfbrap1	73122
Gm28782	105243915
LOC108167597	108167597
AI597479	98404
Fhl2	14200
Gm8210	666642
Gm29040	102632346
Nck2	17974
Gm38628	102642726
Gm30634	102632604
1500015O10Rik	78896
Uxs1	67883
Gm16103	100126353
LOC102632770	102632770
Gm8241	666690
Tpp2	22019
Mettl21c	433294
Ccdc168	102636082
Tex30	75623
Kdelc1	72050
Bivm	246229
Ercc5	22592
Mettl21e	403183
Gm15833	100534373
Gm5700	435619
Gm28893	105243917
Txn-ps1	22167
Gm39635	105243918
Gulp1	70676
Gm16102	100417474
4930521E06Rik	75066
Gm3489	100041738
Gm19480	100502972
Gm3496	100041752
Gm5268	383640
Col3a1	12825
Col5a2	12832
Gm8296	666799
Gm7063	631429
Gm8304	666814
Gm39637	105243920
Gm8307	666819
Wdr75	73674
Gm30900	102632958
Gm5526	433297
LOC108167828	108167828
Gm18303	100416885
Slc40a1	53945
Gm9496	670603
Rpl23a-ps1	227054
Gm3852	100042453
Stk-ps2	212225
Gm18849	100417825
Dnah7b	227058
Gm31046	102633144
Gm8326	666855
Dnah7c	100101919
Slc39a10	227059
Gm39638	105243921
Gm4852	227061
Gm39639	105243922
Mir6350	102466969
Gm18117	100416447
Gm8337	666869
Gm19206	100418427
Gm5974	546734
Gm8354	666903
Gm19124	100418296
Gm8357	666909
Gm19644	100503343
Gm8367	666924
C230029F24Rik	442837
Gm6757	627430
Gm3605	100041981
Gm8384	666962
Gm8391	666970
Gm39640	105243923
LOC102633655	102633655
Gm28321	102633780
LOC108167624	108167624
Tmeff2	56363
9330175M20Rik	442821
Sdpr	20324
Gm5253	383504
Nabp1	109019
Gm17767	100045066
Gm31636	102633934
Myo1b	17912
Gm33795	102636835
Gm8419	667010
Gm8420	667014
Stat4	20849
Gm3940	100042634
Gm31812	102634160
Stat1	20846
Gm18301	100416883
Gls	14660
Gm31867	102634235
Gm5975	546735
Gm31955	102634354
Nab1	17936
Gm5976	546736
Gm553	227091
Rps27a-ps1	100042094
Tmem194b	227094
Gm28178	102634661
Gm5527	433305
Mfsd6	98682
Inpp1	16329
Hibch	227095
Gm16107	100418317
1700019D03Rik	67080
Mstn	17700
1700019A02Rik	69397
Pms1	227099
Ormdl1	227102
Osgepl1	72085
Gm18800	100417745
Asnsd1	70396
Gm6801	627866
Dnah7a	627872
Gm32311	102634815
Stk17b	98267
Hecw2	329152
Mir7681	102465783
Ccdc150	78016
Gtf3c3	98488
Gm34066	102637189
LOC108167366	108167366
Pgap1	241062
Gm19637	100503327
Ankrd44	329154
4930444A19Rik	73980
Sf3b1	81898
Coq10b	67876
Gm17971	100416214
Hspd1	15510
Hspe1	15528
Gm5147	381258
Gm16581	100417585
Mob4	19070
Gm6822	627998
Rftn2	74013
Gm10561	628004
Mars2	212679
Boll	75388
Gm8292	666793
Gm29138	101055993
Gm8531	667237
LOC108167625	108167625
Plcl1	227120
Gm6644	626009
Gm39642	105243926
Gm32949	102635670
9130227L01Rik	329159
1700003I22Rik	69356
Hsfy2	71066
Satb2	212712
9130024F11Rik	329160
Gm38484	102636041
LOC105243927	105243927
BC055402	407809
Gm5254	383509
4930558J18Rik	75323
1700066M21Rik	73467
Tyw5	68736
9430016H08Rik	68115
Gm8581	667339
Gm17929	100416126
Spats2l	67198
Kctd18	51960
Sgol2a	68549
Aox1	11761
Aox3	71724
Gm39643	105243928
Aox4	71872
Aox2	213043
Gm15759	102636191
Gm6860	628262
Bzw1	66882
Clk1	12747
Ppil3	70225
Nif3l1	65102
Orc2	18393
Gm15834	100504455
Fam126b	213056
Ndufb3	66495
LOC108167832	108167832
Gm18802	100417747
Cbx3-ps7	100504483
Gm20257	100504501
Als2cr12	108812
Cflar	12633
Gm39646	105243931
Casp8	12370
Gm28802	101056017
Trak2	70827
Stradb	227154
Als2cr11b	102636554
Gm29018	105243932
Als2cr11	73463
Tmem237	381259
Mpp4	227157
Gm19125	100418297
Als2	74018
Gm33667	102636662
Cdk15	271697
Gm33724	102636732
Gm33774	102636802
Fzd7	14369
Gm973	381260
Gm39649	105243935
Gm28411	102636957
Gm39648	105243934
Gm33833	102636883
Sumo1	22218
Nop58	55989
Snord70	100217459
Snord11	100217421
Bmpr2	12168
Fam117b	72750
Gm18829	100417792
Ica1l	70375
Wdr12	57750
Carf	241066
Gm15464	100504573
Nbeal1	269198
Cyp20a1	77951
Abi2	329165
Raph1	77300
LOC102637269	102637269
Gm11578	100042533
Gm38388	105243936
Eif4a-ps4	13674
Cd28	12487
2310016D23Rik	76443
Gm11609	100416674
Gm11581	667555
Gm38137	105243938
Gm39650	105243937
Rpl18-ps1	667100
Ctla4	12477
Gm34649	102637969
Gm11582	100043049
Icos	54167
Rpl17-ps1	433313
LOC105243939	105243939
9530026F06Rik	77341
Pard3b	72823
Pard3bos1	74661
Pard3bos2	105243940
Gm34881	102638280
LOC108167598	108167598
Nrp2	18187
Gm29083	105243942
4930487H11Rik	74992
Gm4208	100043070
Gm35120	102638592
Gm39652	105243943
Gm35252	102638767
Gm38513	102638884
Ino80d	227195
Rps27-ps1	100462728
Ino80dos	100380944
Ndufs1	227197
Eef1b2	55949
Snora41	100217464
Gpr1	241070
Zdbf2	73884
1700039I01Rik	73346
Gm11608	102639043
Gm11606	100418466
Gm11605	667644
Gm35393	102638958
Adam23	23792
Gm39653	105243944
Dytn	241073
Mdh1b	76668
Fastkd2	75619
4933402D24Rik	74426
Gm13751	100416203
Cpo	102637534
Gm13749	433315
Klf7	93691
Mir6899	102466760
Gm35880	102639609
Gm13750	241074
Gm39654	105243945
Gm35803	102639502
Gm28980	102639846
Gm36148	102639959
Creb1	12912
Mettl21a	67099
Gm29152	102640020
2810408I11Rik	69941
Ccnyl1	227210
Fzd5	14367
Plekhm3	241075
Gm18633	100417475
Rpl31-ps24	667245
Rpl10a-ps1	100043141
Akr1cl	70861
Gm8550	667276
Cryge	12968
Crygd	12967
Crygc	12966
Crygb	12965
Gm7329	654356
Cryga	12964
D630023F18Rik	98303
Gm36358	102640244
Idh1	15926
Pikfyve	18711
Pth2r	213527
Gm28923	102640346
Gm5255	383520
LOC101056035	101056035
Crygf	12969
LOC102637742	102637742
Gm8812	667786
Map2	17756
Gm18034	100416316
Unc80	329178
Gm39655	105243947
Rpe	66646
Kansl1l	68691
LOC108167626	108167626
Gm39656	105243948
Gm15789	100417476
Acadl	11363
Gm15793	102640707
Myl1	17901
Rpl31-ps14	100043192
Gm15826	100416784
Lancl1	14768
Cps1	227231
Gm39658	105243950
Kif22-ps	110032
Gm15669	105243951
Erbb4	13869
Gm8840	667842
Pced1c-ps	241084
Gm28497	102640814
Ikzf2	22779
Gm29822	102631499
Spag16	66722
Gm17972	100416215
Vwc2l	320460
Gm29906	102631609
LOC100534391	100534391
Bard1	12021
Gm8870	667900
Abca12	74591
Gm39659	105243952
Gm6947	629101
Atic	108147
Fn1	14268
Apol7d	100042814
Gm19003	100418103
LOC108167627	108167627
Gm5829	545326
Gm5256	383528
Gm39660	105243953
Gm30160	102631962
Gm30308	102632161
LOC108167354	108167354
Gm8883	667931
Gm28818	102632274
4933417E11Rik	71134
Gm5528	433319
Gm8885	667937
Gm4319	100043255
Mreg	381269
D230017M19Rik	320933
Pecr	111175
Tmem169	271711
Xrcc5	22596
Gm39661	105243954
March4	381270
Gm15843	100416317
Smarcal1	54380
Gm39662	105243955
Ankar	319695
Gm18035	100416318
Rpl37a	19981
Gm39663	105243956
Gm30788	102632811
Gm30847	102632888
Igfbp2	16008
Igfbp5	16011
Gm9551	672187
Gm31047	102633145
Gm17846	100415975
Gm31137	102633273
Tnp1	21958
1700027A15Rik	69449
Gm31254	102633423
Gm29185	105243957
Gm31197	102633352
Gm31344	102633545
Pinc	723792
D530049I02Rik	78718
Gm9553	672208
LOC102633705	102633705
6030407O03Rik	109198
Gm29183	102633781
Mir6351	102465179
Tns1	21961
Gm39664	105243958
Gm31637	102633935
Rufy4	435626
Cxcr2	12765
Cxcr1	227288
Mir1928	100316687
Gm31691	102634001
Arpc2	76709
Gpbar1	227289
Aamp	227290
LOC108167628	108167628
Pnkd	56695
Tmbim1	69660
Catip	241112
Slc11a1	18173
Ctdsp1	227292
Mir26b	387219
Vil1	22349
Usp37	319651
Cnot9	58184
Plcd4	18802
Zfp142	77264
Bcs1l	66821
Rnf25	57751
Stk36	269209
Ttll4	67534
Cyp27a1	104086
Prkag3	241113
Wnt6	22420
Gm29539	102634275
Gm32099	102634545
Wnt10a	22409
n-TGgcc3	102467310
Gm32275	102634772
Gm16582	102634844
Cdk5r2	12570
Fev	260298
Cryba2	12958
Mir375	723900
Ccdc108	241116
Ihh	16147
Nhej1	75570
Slc23a3	22626
Cnppd1	69171
Fam134a	227298
Zfand2b	68818
Abcb6	74104
Atg9a	245860
Ankzf1	52231
Glb1l	74577
Stk16	20872
Tuba4a	22145
A630095N17Rik	381272
Dnajb2	56812
Ptprn	19275
Resp18	19711
Dnpep	13437
Des	13346
Gm15179	100503248
Speg	11790
Gmppa	69080
Asic4	241118
Gm32506	102635080
Chpf	74241
Tmem198	319998
Obsl1	98733
Inha	16322
Stk11ip	71728
LOC108167599	108167599
Slc4a3	20536
LOC102638885	102638885
Gm5257	383531
Gm32622	102635231
Gm29065	102635304
Gm32737	102635380
Gm17751	620079
Mir6343	102465175
LOC102638999	102638999
Tfdp1-ps	21782
Epha4	13838
Mir6352	102465180
Gm32793	102635461
Gm32974	102635703
Gm33083	102635843
Gm33030	102635779
Pax3	18505
Gm33152	102635943
Gm2102	100039210
Sgpp2	433323
Gm19072	100418204
Farsb	23874
Mogat1	68393
Gm39665	105243959
LOC108167629	108167629
Acsl3	74205
Utp14b	195434
Gm38631	102642773
Gm33693	102636693
Gm6159	620521
Gm29536	102636764
Kcne4	57814
Gm5830	545332
Scg2	20254
Gm19027	100418139
Ap1s3	252903
Wdfy1	69368
Mrpl44	69163
Gm39666	105243960
Serpine2	20720
Gm5529	433326
Gm28071	102636960
Gm33970	102637066
Fam124b	241128
LOC108167342	108167342
2310015K22Rik	69565
Gm34098	102637229
Cul3	26554
Gm39667	105243961
Gm6189	620899
Gm38673	105242389
1700016L21Rik	72208
Dock10	210293
Nyap2	241134
Gm6198	621020
Gm5530	433328
Gm7516	665145
Mir6344	102466629
Irs1	16367
Rhbdd1	76867
LOC108167630	108167630
Col4a4	12829
Col4a3	12828
LOC105243964	105243964
Mff	75734
Gm39668	105243962
Tm4sf20	66261
Gm19257	100462980
Gm34286	102637493
Gm17764	100044526
Gm34450	102637709
LOC108167631	108167631
Agfg1	15463
Gm7553	665246
Slc19a3	80721
Gm7539	665196
Krtap28-13	71386
Ccl20	20297
Daw1	71227
Gm6244	621614
Sphkap	77629
Gm6374	622958
Pid1	98496
Gm18304	100416887
Mir6353	102465181
Dner	227325
Mir5126	100628595
Trip12	14897
Fbxo36	66153
Slc16a14	71781
Gm39669	105243965
Gm15433	100503433
Rpl19-ps1	100039695
Gm7582	665317
Gm2389	100039723
Gm18342	100416971
A530032D15Rik	381287
A530040E14Rik	621875
Gm35498	102639105
LOC108167632	108167632
Gm38510	102638555
LOC102638435	102638435
Gm7609	665378
C130026I21Rik	620078
LOC108167347	108167347
LOC101055758	101055758
LOC105243968	105243968
Gm2666	100040213
Gm2427	100039794
Sp110	109032
Sp140	434484
LOC102634459	102634459
Sp100	20684
A630001G21Rik	319997
Mir8096	102466882
9930111H07Rik	77762
Cab39	12283
Itm2c	64294
Gm32302	102634803
4933407L21Rik	71141
Gpr55	227326
Gm41905	105246647
Gm18180	100416669
Spata3	70060
2810459M11Rik	72792
Psmd1	70247
Htr2b	15559
Armc9	78795
LOC108167633	108167633
Gm16341	102634967
Gm28626	102635143
B3gnt7	227327
Gm5258	383538
Ncl	17975
Snora75	100303740
Gm24148	102465895
Snord82	80828
C130036L24Rik	319336
Nmur1	14767
1700019O17Rik	71863
Gm32700	102635333
Gm32758	102635408
Gm41907	105246649
Rpl30-ps6	100040414
Ptma	19231
Pde6d	18582
Cops7b	26895
Gm41908	105246650
Nppc	18159
Dis3l2	208718
Gm6136	620213
Gm41909	105246651
Gm28375	102635655
Akp-ps1	208256
Gm41910	105246652
Gm29371	102635830
Alppl2	11650
Alpi	76768
Akp3	11648
Ecel1	13599
Gm33292	102636138
Prss56	69453
Chrnd	11447
Chrng	11449
Eif4e2	26987
Efhd1	98363
Gm41911	105246653
Gigyf2	227331
Kcnj13	100040591
3110079O15Rik	73234
Ngef	53972
Gm6153	620454
LOC108167634	108167634
Neu2	23956
Inpp5d	16331
Gm33470	102636392
Gm33517	102636458
Atg16l1	77040
Scarna6	100217415
Sag	20215
Gm38609	102642389
Dgkd	227333
Gm19582	100503175
Usp40	227334
Gm5832	545344
Gm15375	677561
Ugt1a10	394430
Gm38421	100418104
Ugt1a9	394434
LOC108167635	108167635
Ugt1a7c	394432
Ugt1a6b	394435
Gm15372	100418105
Ugt1a6a	94284
LOC100418106	100418106
Gm15371	100418107
Ugt1a5	394433
Gm15368	100418108
Gm15376	100418109
Ugt1a2	22236
Dnajb3	15504
Ugt1a1	394436
Mroh2a	100040766
Hjurp	381280
Trpm8	171382
Spp2	75396
Gm29538	102636980
Gm28888	102636823
Glrp1	14659
Gm19589	100503197
Gm41912	105246654
Arl4c	320982
Platr5	78650
Gm4753	208347
Gm34194	102637364
1700067G17Rik	73475
Gm18699	100417586
Sh3bp4	98402
Gm34331	102637553
Gm5259	383542
C030007H22Rik	77331
Gm41913	105246655
Agap1	347722
Gm28499	105246656
Gm41914	105246657
4933400F21Rik	74403
Gbx2	14472
LOC102637806	102637806
Asb18	208372
Gm41915	105246658
Gm34616	102637925
Iqca	74918
4930434B07Rik	73973
Ackr3	12778
Gm34930	102638342
LOC102638195	102638195
Gm34992	102638421
Gm28722	105246660
Gm35048	102638497
LOC108167648	108167648
Gm41917	105246662
Gm35192	102638691
Cops8	108679
Gm35242	102638753
Gm9991	433332
Gm35332	102638873
Gm41918	105246663
Col6a3	12835
Gm35381	102638944
Mlph	171531
Prlh	623503
Rab17	19329
Lrrfip1	16978
Rbm44	329207
Gm35443	102639030
Gm7776	665766
Ramp1	51801
Ube2f	67921
LOC102639127	102639127
Scly	50880
Espnl	227357
Klhl30	70788
Fam132b	227358
Ilkap	67444
1700020N18Rik	67086
Hes6	55927
Per2	18627
Gm35591	102639235
Gm28382	102639373
Gm19085	100418229
Traf3ip1	74019
Asb1	65247
Gm28380	102639494
Twist2	13345
LOC108167658	108167658
LOC108167833	108167833
Hdac4	208727
LOC108167659	108167659
Gm35992	102639756
LOC108167661	108167661
Ndufa10	67273
Mir6900	102465542
Olfr1416	259040
Olfr1415	258228
Olfr1414	259041
Olfr1413	259039
Olfr1412	258274
Olfr1411	258483
Olfr1410	258484
Olfr12	257890
Myeov2	66915
Otos	260301
Gm29483	102641120
Gm36102	102639900
Gpc1	14733
Mir149	387167
Ankmy1	241158
Gm36184	102640006
Dusp28	67446
5033417F24Rik	75995
Rnpepl1	108657
9430060I03Rik	100037260
Capn10	23830
Gpr35	64095
Gm36424	102640333
Gm18697	100417583
Aqp12	208760
Kif1a	16560
Gm36472	102640407
Agxt	11611
2310007B03Rik	71874
Crocc2	381284
Sned1	208777
Mir6901	102465543
Mterf4	69821
Gm28535	105246665
LOC108167665	108167665
Pask	269224
Ppp1r7	66385
Mir6902	102465544
Mir6345	102466630
Ano7	404545
Hdlbp	110611
LOC108167670	108167670
Sept2	18000
Farp2	227377
Gm41920	105246666
Gm18874	100417877
Stk25	59041
Bok	51800
Thap4	67026
Atg4b	66615
Dtymk	21915
Ing5	66262
D2hgdh	98314
Gal3st2	381334
Gm30204	102632027
Gm18666	100417527
Gm9994	100041596
Gm7889	666009
Gm6086	619597
Neu4	241159
Pdcd1	18566
Gm7891	666012
Gm7895	666025
4930440C22Rik	74689
Gm5264	383603
Fam174a	67698
Gm15427	100041686
Rnu7-ps2	19868
St8sia4	20452
Gm30431	102632331
4930598F16Rik	75381
1700063A18Rik	73454
Gm29601	105246667
Gm30490	102632412
4930533P14Rik	75159
Gm1833	227393
Slco4c1	227394
Panct2	329217
Slco6b1	67854
Gm9499	670708
Gm6430	623430
Slco6c1	74441
Gm7133	634331
Gm7135	634346
LOC105246668	105246668
D1Ertd622e	52392
Ppip5k2	227399
Gin1	252876
Pam	18484
Gm31771	102634109
Gm3531	100041823
B230216N24Rik	78603
1810006J02Rik	69030
Gm29461	102634194
Gm7952	666153
LOC108167600	108167600
Slco6d1	70866
Gm3555	100041868
Gm7967	666182
Gm18248	100416782
Cntnap5b	241175
Tdpx-ps1	633295
Gm19029	100418141
Gm41923	105246671
Gm18700	100417587
Gm18185	100416675
LOC108167834	108167834
Gm20268	100504525
Gm31973	102634377
Psmb6-ps2	383650
Gm18969	100418055
Gm3116	100041056
LOC102634495	102634495
Gm18728	100417638
Gm41924	105246672
Gm18447	100417203
Gm5260	383546
Cdh20	23836
Gm41925	105246673
Gm29012	102634726
Rnf152	320311
Gm17634	100504568
Gm28403	105246674
Gm3608	100041985
Pign	27392
LOC102634805	102634805
Gm8004	666249
2310035C23Rik	227446
Gm10193	100042023
Tnfrsf11a	21934
Gm41926	105246675
Gm41927	105246676
Gm18801	100417746
Gm7160	635504
Zcchc2	227449
Gm26509	105246677
Gm20753	626049
Phlpp1	98432
Gm6651	626075
Gm41928	105246678
Bcl2	12043
Mir3473f	102466254
Gm37053	105246679
Kdsr	70750
Vps4b	20479
Serpinb5	20724
Pou2f3-rs1	671141
Serpinb12	71869
Serpinb13	241196
Rn4.5s-ps1	19800
Gm8080	666394
Serpinb3a	20248
Serpinb3d	394252
Gm15388	100041276
Serpinb3b	383548
Gm8084	666401
LOC108167835	108167835
Serpinb3c	381286
Gm8089	666414
Serpinb11	66957
Serpinb7	116872
Serpinb2	18788
Serpinb10	241197
Gm18249	100416783
Serpinb8	20725
Gm15389	102635334
D830032E09Rik	319596
Gm18448	100417204
Gm28282	105246681
Gm41929	105246680
Gm5702	435640
Gm6679	626474
Gm17847	100415976
Gm8141	666508
Cdh7	241201
Gm41930	105246682
Gm18552	100417351
Gm3332	100041429
Gm6693	626652
Cdh19	227485
n-TKctt7	102467563
LOC102635409	102635409
Gm8173	666578
Dsel	319901
Gm6028	547247
Gm17752	636474
Gm6717	626897
Gm19086	100418230
Gm29691	675498
Gm32810	102635484
Gm18506	100417288
Gm18406	100417120
Gm41931	105246683
Gm8204	666635
Gm41932	105246684
LOC108167836	108167836
Gm17946	100416158
Gm18181	100416670
Gm32985	102635722
Gm41933	105246685
Gm33042	102635794
Gm4854	227506
LOC108167704	108167704
Gm17916	100416102
Cntnap5a	636808
Gm17777	100046707
Zfp813-ps	636910
LOC108167601	108167601
Gm18182	100416671
B020011L13Rik	547097
Gm7195	636972
LOC108167602	108167602
Gm7200	637083
Tsn	22099
